OrderID,OrderDate,CustomerID,Region,CustomerSegment,ProductCategory,Product,Quantity,UnitPrice,Revenue,Cost,Profit,ProjectID,ResourceID,ResourceRole,HoursWorked,BillRate,BillAmount,InvoiceStatus,PaymentDate,PO_Created,PONumber,CreditNote,DebitNote
ORD000022,2024-05-06,CUST00325,West,SMB,Furniture,Chair,2,333.77,667.54,275.95,391.59,PRJ0202,RES00498,Tester,6.39,136.76,873.9,Paid,2024-06-20,False,,0.0,0.0
ORD000023,2024-02-18,CUST00577,North,Enterprise,Software,CRM License,3,376.47,1129.41,768.17,361.2400000000001,PRJ0383,RES01182,Consultant,10.71,243.08,2603.39,Submitted,2024-04-18,True,PO70687,0.0,0.0
ORD000024,2024-01-21,CUST00577,North,SMB,Electronics,Keyboard,4,1289.13,5156.52,3426.29,1730.2300000000005,PRJ0131,RES00049,PM,6.29,99.4,625.23,Overdue,2024-04-20,True,PO62256,0.0,0.0
ORD000025,2023-07-11,CUST01976,West,Enterprise,Furniture,Cabinet,4,168.57,674.28,347.6,326.67999999999995,PRJ0043,RES00057,Consultant,4.27,120.16,513.08,Submitted,2023-07-26,False,,0.0,0.0
ORD000026,2023-10-04,CUST01194,North,Enterprise,Electronics,Tablet,4,1978.81,7915.24,3306.05,4609.19,PRJ0094,RES00738,Analyst,3.92,190.8,747.94,Cancelled,,True,PO56184,0.0,0.0
ORD000027,2023-06-10,CUST01406,South,Enterprise,Software,Antivirus,3,514.33,1542.99,766.18,776.8100000000001,PRJ0186,RES00012,Developer,5.26,64.62,339.9,Submitted,2023-08-09,False,,0.0,0.0
ORD000028,2024-04-04,CUST00237,East,SMB,Software,Analytics License,2,2581.3,5162.6,3885.44,1277.1600000000003,PRJ0260,RES00987,Tester,2.08,270.06,561.72,Paid,2024-04-11,True,PO78779,0.0,0.0
ORD000029,2023-11-10,CUST01316,Central,Mid-Market,Services,Implementation,4,356.46,1425.84,967.87,457.9699999999999,PRJ0117,RES00880,PM,15.12,95.13,1438.37,Draft,,False,,0.0,0.0
ORD000030,2023-01-22,CUST00644,North,SMB,Services,Implementation,3,1905.1,5715.3,2738.98,2976.32,PRJ0154,RES00662,Developer,7.12,68.37,486.79,Draft,,True,PO70035,0.0,0.0
ORD000031,2023-09-10,CUST00868,Central,Mid-Market,Furniture,Desk,4,1884.0,7536.0,4759.75,2776.25,PRJ0464,RES00912,Tester,6.92,158.83,1099.1,Draft,,False,,0.0,0.0
ORD000032,2024-07-14,CUST00638,South,Mid-Market,Office Supplies,Stapler,3,1271.22,3813.66,2216.7,1596.96,PRJ0275,RES00007,PM,1.47,117.09,172.12,Submitted,2024-07-29,False,,0.0,0.0
ORD000033,2024-04-19,CUST01874,North,Enterprise,Electronics,Keyboard,6,703.72,4222.32,3060.38,1161.9399999999996,PRJ0287,RES00688,Tester,9.31,163.22,1519.58,Cancelled,,True,PO91575,0.0,0.0
ORD000034,2023-02-28,CUST01811,South,SMB,Office Supplies,Paper,2,1658.86,3317.72,1777.06,1540.6599999999999,PRJ0337,RES00607,Developer,1.82,114.87,209.06,Submitted,2023-03-30,False,,0.0,0.0
ORD000035,2024-05-25,CUST00235,Central,SMB,Electronics,Tablet,4,1198.26,4793.04,2832.13,1960.9099999999999,PRJ0311,RES00557,PM,2.47,202.23,499.51,Overdue,2024-06-24,True,PO43321,0.0,0.0
ORD000036,2024-11-12,CUST01195,Central,Mid-Market,Furniture,Cabinet,3,1574.21,4722.63,2306.09,2416.54,PRJ0325,RES01092,PM,3.47,113.81,394.92,Paid,2024-12-12,True,PO10475,0.0,0.0
ORD000037,2024-04-20,CUST00591,Central,SMB,Software,CRM License,2,1730.08,3460.16,2420.74,1039.42,PRJ0274,RES00129,Analyst,4.08,54.82,223.67,Draft,,False,,173.01,0.0
ORD000038,2024-11-30,CUST00492,East,Mid-Market,Furniture,Shelf,4,88.0,352.0,285.23,66.76999999999998,PRJ0346,RES00388,Tester,4.0,217.91,871.64,Paid,2025-02-28,True,PO5482,0.0,0.0
ORD000039,2023-07-09,CUST01495,South,SMB,Services,Implementation,4,1508.44,6033.76,3600.45,2433.3100000000004,PRJ0227,RES00294,PM,5.63,212.21,1194.74,Paid,2023-10-07,True,PO23331,301.69,0.0
ORD000040,2024-11-17,CUST00451,North,SMB,Office Supplies,Stapler,3,1156.94,3470.82,1961.97,1508.8500000000001,PRJ0441,RES00891,Developer,3.3,95.94,316.6,Paid,2024-12-02,False,,0.0,0.0
ORD000041,2024-07-16,CUST01521,Central,Mid-Market,Furniture,Chair,5,686.24,3431.2,1403.43,2027.7699999999998,PRJ0112,RES00558,Developer,7.0,191.07,1337.49,Cancelled,,False,,171.56,0.0
ORD000042,2024-07-20,CUST01577,West,SMB,Furniture,Cabinet,4,972.99,3891.96,2426.03,1465.9299999999998,PRJ0480,RES00737,Developer,11.51,183.0,2106.33,Paid,2024-10-18,True,PO15908,0.0,0.0
ORD000043,2023-09-01,CUST01980,West,Mid-Market,Office Supplies,Pen,5,519.99,2599.95,1746.16,853.7899999999997,PRJ0097,RES00965,Developer,11.09,210.63,2335.89,Submitted,2023-10-01,False,,0.0,0.0
ORD000044,2024-05-19,CUST00132,East,SMB,Office Supplies,Notebook,3,1341.68,4025.04,3324.16,700.8800000000001,PRJ0260,RES01063,Tester,2.98,180.89,539.05,Submitted,2024-07-18,False,,0.0,0.0
ORD000045,2023-05-11,CUST01812,East,Mid-Market,Electronics,Laptop,5,682.06,3410.3,2207.05,1203.25,PRJ0321,RES00841,Tester,1.29,121.08,156.19,Submitted,2023-06-10,False,,0.0,0.0
ORD000046,2024-04-29,CUST00691,North,Mid-Market,Software,Analytics License,8,1006.82,8054.56,6251.72,1802.8400000000001,PRJ0406,RES00203,Developer,4.05,119.49,483.93,Submitted,2024-05-06,True,PO28007,0.0,0.0
ORD000047,2024-10-08,CUST00468,South,Enterprise,Office Supplies,Notebook,7,2307.67,16153.69,9797.8,6355.890000000001,PRJ0089,RES00486,Analyst,15.22,128.67,1958.36,Overdue,2024-10-15,False,,0.0,0.0
ORD000048,2023-01-21,CUST01874,East,Mid-Market,Services,Support,5,539.53,2697.65,1695.62,1002.0300000000002,PRJ0342,RES00986,Consultant,9.62,32.69,314.48,Submitted,2023-02-20,False,,0.0,0.0
ORD000049,2023-06-16,CUST00583,West,SMB,Furniture,Cabinet,5,1807.38,9036.9,3768.06,5268.84,PRJ0019,RES00980,Consultant,5.87,191.37,1123.34,Paid,2023-07-01,False,,0.0,0.0
ORD000050,2023-10-01,CUST00320,Central,SMB,Office Supplies,Notebook,5,1616.21,8081.05,4666.43,3414.62,PRJ0265,RES00009,Consultant,1.64,151.09,247.79,Submitted,2023-10-31,False,,0.0,0.0
ORD000051,2024-01-23,CUST01032,South,Mid-Market,Electronics,Mouse,4,1888.55,7554.2,3184.3,4369.9,PRJ0080,RES00689,Tester,1.63,277.54,452.39,Paid,2024-02-07,True,PO1386,0.0,0.0
ORD000052,2024-08-23,CUST01049,East,SMB,Furniture,Chair,3,1732.71,5198.13,2810.34,2387.79,PRJ0111,RES01170,Developer,10.18,189.83,1932.47,Draft,,False,,0.0,0.0
ORD000053,2023-11-12,CUST00495,West,Mid-Market,Software,Analytics License,3,475.66,1426.98,1149.95,277.03,PRJ0038,RES00820,Tester,6.09,40.75,248.17,Submitted,2024-01-11,False,,0.0,0.0
ORD000054,2023-01-14,CUST01883,North,Enterprise,Electronics,Keyboard,4,1384.34,5537.36,3494.33,2043.0299999999997,PRJ0050,RES00393,Developer,3.9,200.43,781.68,Submitted,2023-02-28,False,,0.0,0.0
ORD000055,2023-08-30,CUST01636,North,Enterprise,Software,Antivirus,1,1377.18,1377.18,1100.18,277.0,PRJ0197,RES00835,Consultant,1.22,102.43,124.96,Paid,2023-09-29,False,,0.0,0.0
ORD000056,2023-12-12,CUST00919,West,Enterprise,Services,Consulting,4,1005.19,4020.76,1993.5,2027.2600000000002,PRJ0086,RES00768,Tester,6.11,58.21,355.66,Submitted,2024-01-11,False,,0.0,0.0
ORD000057,2024-07-18,CUST01972,West,SMB,Software,CRM License,2,394.46,788.92,341.57,447.34999999999997,PRJ0333,RES01083,Developer,9.25,59.59,551.21,Overdue,2024-07-25,False,,0.0,0.0
ORD000058,2023-12-06,CUST00095,West,SMB,Electronics,Mouse,3,1246.71,3740.13,2805.27,934.8600000000001,PRJ0081,RES00542,Developer,3.21,76.93,246.95,Submitted,2024-01-05,False,,0.0,0.0
ORD000059,2023-04-02,CUST00834,West,SMB,Furniture,Chair,4,716.43,2865.72,2402.73,462.9899999999998,PRJ0210,RES00888,Analyst,4.59,188.17,863.7,Submitted,2023-05-02,False,,0.0,0.0
ORD000060,2024-01-02,CUST01285,West,Mid-Market,Software,Analytics License,2,2438.44,4876.88,3113.61,1763.27,PRJ0163,RES01039,Analyst,4.29,36.86,158.13,Overdue,2024-02-16,False,,0.0,0.0
ORD000061,2024-03-30,CUST01355,East,Mid-Market,Software,CRM License,4,1923.11,7692.44,3566.87,4125.57,PRJ0259,RES00292,Tester,5.37,59.96,321.99,Paid,2024-04-29,False,,0.0,0.0
ORD000062,2024-03-03,CUST01389,East,Mid-Market,Software,CRM License,5,1680.89,8404.45,4705.49,3698.960000000001,PRJ0452,RES00339,Analyst,5.04,157.17,792.14,Submitted,2024-04-02,False,,0.0,0.0
ORD000063,2024-05-23,CUST00223,South,Mid-Market,Services,Consulting,2,1231.96,2463.92,1295.43,1168.49,PRJ0330,RES00624,Analyst,1.28,46.02,58.91,Overdue,2024-06-22,False,,246.39,0.0
ORD000064,2023-02-04,CUST01986,West,SMB,Furniture,Desk,5,1648.89,8244.45,6648.1,1596.3500000000004,PRJ0040,RES01072,PM,3.74,176.83,661.34,Submitted,2023-03-06,False,,0.0,0.0
ORD000065,2023-07-25,CUST01212,East,Mid-Market,Software,CRM License,3,2108.83,6326.49,2779.91,3546.58,PRJ0326,RES00602,Analyst,2.17,139.75,303.26,Submitted,2023-08-01,True,PO15123,0.0,0.0
ORD000066,2023-03-22,CUST01509,North,SMB,Electronics,Laptop,4,895.06,3580.24,1506.91,2073.33,PRJ0189,RES00810,Developer,6.43,53.34,342.98,Submitted,2023-04-21,True,PO62160,0.0,0.0
ORD000067,2024-07-15,CUST01279,North,Mid-Market,Services,Implementation,4,2470.46,9881.84,7918.51,1963.33,PRJ0116,RES00592,Consultant,5.76,46.53,268.01,Paid,2024-07-30,True,PO17571,0.0,0.0
ORD000068,2024-01-23,CUST01021,North,Enterprise,Furniture,Cabinet,4,236.35,945.4,684.05,261.35,PRJ0318,RES00438,Analyst,7.17,64.81,464.69,Paid,2024-02-07,False,,0.0,0.0
ORD000069,2023-01-02,CUST00762,West,Mid-Market,Furniture,Desk,5,2052.55,10262.75,7026.01,3236.74,PRJ0228,RES00281,Tester,6.09,100.28,610.71,Paid,2023-01-17,True,PO6782,0.0,0.0
ORD000070,2024-01-25,CUST01235,Central,SMB,Electronics,Tablet,5,1909.73,9548.65,6412.98,3135.67,PRJ0347,RES00739,Analyst,1.79,174.05,311.55,Submitted,2024-02-24,False,,0.0,0.0
ORD000071,2024-07-19,CUST00983,North,SMB,Software,CRM License,2,331.34,662.68,559.21,103.46999999999991,PRJ0333,RES01199,Analyst,1.61,39.26,63.21,Submitted,2024-09-02,False,,0.0,0.0
ORD000072,2023-04-16,CUST00798,Central,Mid-Market,Office Supplies,Notebook,4,1480.84,5923.36,3651.96,2271.3999999999996,PRJ0217,RES00031,Consultant,4.63,85.32,395.03,Submitted,2023-06-15,False,,0.0,0.0
ORD000073,2024-04-21,CUST00445,North,Mid-Market,Office Supplies,Notebook,2,2288.33,4576.66,2944.82,1631.8399999999997,PRJ0071,RES00874,Developer,5.07,191.24,969.59,Paid,2024-06-20,False,,0.0,0.0
ORD000074,2024-12-03,CUST00267,East,SMB,Furniture,Shelf,3,449.83,1349.49,790.88,558.61,PRJ0388,RES00502,Developer,11.46,53.34,611.28,Submitted,2025-01-02,False,,0.0,0.0
ORD000075,2024-02-06,CUST00741,East,SMB,Services,Implementation,5,2047.76,10238.8,4702.52,5536.279999999999,PRJ0440,RES00717,Tester,5.77,237.7,1371.53,Overdue,2024-03-07,False,,0.0,0.0
ORD000076,2024-12-30,CUST00391,South,SMB,Software,Analytics License,4,2177.16,8708.64,5491.1,3217.539999999999,PRJ0165,RES00706,Consultant,5.23,121.44,635.13,Submitted,2025-01-29,False,,0.0,0.0
ORD000077,2024-07-09,CUST00491,East,SMB,Services,Support,2,565.99,1131.98,457.48,674.5,PRJ0428,RES00697,Consultant,2.9,253.72,735.79,Paid,2024-07-24,False,,0.0,0.0
ORD000078,2023-06-11,CUST00146,West,Mid-Market,Office Supplies,Pen,6,1470.73,8824.38,6989.52,1834.8599999999988,PRJ0221,RES00368,PM,3.45,163.8,565.11,Submitted,2023-06-18,False,,0.0,0.0
ORD000079,2023-07-21,CUST00166,South,Mid-Market,Furniture,Chair,3,1246.02,3738.06,2326.46,1411.6,PRJ0419,RES00400,Consultant,3.42,247.12,845.15,Submitted,2023-08-20,False,,0.0,0.0
ORD000080,2023-09-27,CUST00830,South,SMB,Office Supplies,Stapler,4,1183.59,4734.36,3702.01,1032.3499999999995,PRJ0381,RES00870,PM,4.37,79.66,348.11,Submitted,2023-11-26,False,,0.0,0.0
ORD000081,2023-09-28,CUST01002,North,Mid-Market,Services,Support,5,876.43,4382.15,2329.27,2052.8799999999997,PRJ0215,RES00604,Developer,4.39,196.37,862.06,Paid,2023-10-28,True,PO79018,0.0,0.0
ORD000082,2024-03-31,CUST01551,West,SMB,Software,CRM License,1,19.07,19.07,9.73,9.34,PRJ0413,RES00538,PM,1.65,48.57,80.14,Submitted,2024-04-30,False,,0.0,0.0
ORD000083,2024-04-06,CUST01505,West,Mid-Market,Electronics,Tablet,3,638.85,1916.55,1037.52,879.03,PRJ0067,RES00641,Analyst,1.56,133.14,207.7,Submitted,2024-04-13,False,,0.0,0.0
ORD000084,2024-12-27,CUST00468,Central,SMB,Software,Analytics License,5,328.33,1641.65,1033.24,608.4100000000001,PRJ0029,RES00445,Tester,3.23,147.79,477.36,Paid,2025-01-11,False,,0.0,0.0
ORD000085,2023-09-09,CUST00266,East,SMB,Services,Support,3,2533.61,7600.83,6354.05,1246.7799999999997,PRJ0172,RES00494,PM,8.8,167.32,1472.42,Paid,2023-09-24,False,,0.0,0.0
ORD000086,2024-12-02,CUST00659,South,Mid-Market,Office Supplies,Paper,2,148.43,296.86,238.14,58.72000000000003,PRJ0255,RES00208,Developer,6.53,186.65,1218.82,Submitted,2024-12-17,True,PO75489,29.69,0.0
ORD000087,2023-10-23,CUST00190,West,SMB,Office Supplies,Paper,3,1130.69,3392.07,2270.1,1121.9700000000003,PRJ0133,RES00055,Developer,2.61,28.49,74.36,Submitted,2023-11-22,False,,0.0,0.0
ORD000088,2024-12-25,CUST01690,East,Mid-Market,Services,Consulting,2,736.17,1472.34,601.48,870.8599999999999,PRJ0122,RES00299,Developer,13.32,91.7,1221.44,Submitted,2025-01-24,False,,0.0,0.0
ORD000089,2024-12-20,CUST00297,South,Mid-Market,Electronics,Laptop,4,1379.7,5518.8,2753.19,2765.61,PRJ0468,RES00320,Developer,8.62,177.22,1527.64,Paid,2025-01-19,False,,0.0,0.0
ORD000090,2023-12-04,CUST01462,West,SMB,Office Supplies,Notebook,5,1348.93,6744.65,5614.94,1129.71,PRJ0387,RES00855,PM,12.95,46.57,603.08,Paid,2024-01-18,True,PO31346,0.0,0.0
ORD000091,2023-02-22,CUST00221,East,Enterprise,Services,Support,3,187.98,563.94,433.94,130.00000000000006,PRJ0002,RES01112,Analyst,6.6,30.17,199.12,Draft,,False,,0.0,0.0
ORD000092,2023-08-05,CUST01265,East,Mid-Market,Services,Implementation,5,1734.99,8674.95,5251.35,3423.6000000000004,PRJ0021,RES00714,Developer,2.44,88.62,216.23,Submitted,2023-09-04,False,,0.0,0.0
ORD000093,2023-07-07,CUST01385,West,SMB,Electronics,Keyboard,4,1053.63,4214.52,3214.6,999.9200000000005,PRJ0364,RES00466,PM,3.38,195.48,660.72,Submitted,2023-09-05,True,PO91644,0.0,0.0
ORD000094,2024-01-15,CUST00494,West,SMB,Office Supplies,Notebook,5,1103.17,5515.85,4544.9,970.9500000000007,PRJ0026,RES00508,Tester,7.82,231.06,1806.89,Draft,,False,,0.0,0.0
ORD000095,2024-05-07,CUST01729,West,SMB,Services,Implementation,3,503.42,1510.26,1256.72,253.53999999999996,PRJ0012,RES00001,Tester,3.22,74.17,238.83,Submitted,2024-06-06,False,,0.0,0.0
ORD000096,2023-02-10,CUST00086,West,Enterprise,Electronics,Monitor,5,1931.65,9658.25,3927.87,5730.38,PRJ0443,RES00049,PM,9.58,69.21,663.03,Paid,2023-02-25,False,,0.0,0.0
ORD000097,2023-06-06,CUST01099,North,SMB,Services,Implementation,5,1712.15,8560.75,5678.67,2882.08,PRJ0271,RES00042,Developer,4.33,84.13,364.28,Submitted,2023-06-13,False,,0.0,0.0
ORD000098,2023-01-15,CUST01289,North,Mid-Market,Software,Antivirus,7,633.13,4431.91,2515.87,1916.04,PRJ0372,RES00410,Developer,4.8,201.25,966.0,Submitted,2023-01-22,False,,0.0,0.0
ORD000099,2023-03-06,CUST01661,West,SMB,Software,Antivirus,3,2101.6,6304.8,4686.65,1618.1500000000005,PRJ0345,RES00747,Consultant,9.08,167.43,1520.26,Paid,2023-03-21,False,,0.0,0.0
ORD000100,2024-06-04,CUST01018,North,Mid-Market,Office Supplies,Notebook,4,1890.12,7560.48,3085.64,4474.84,PRJ0110,RES00278,PM,3.01,183.91,553.57,Overdue,2024-06-19,True,PO78711,0.0,0.0
ORD000101,2023-12-10,CUST01846,Central,SMB,Services,Consulting,4,1838.67,7354.68,3879.47,3475.2100000000005,PRJ0480,RES00429,Consultant,2.52,222.3,560.2,Overdue,2023-12-17,False,,0.0,0.0
ORD000102,2023-05-09,CUST01378,Central,Enterprise,Software,CRM License,6,1038.09,6228.54,5192.85,1035.6899999999996,PRJ0150,RES00138,PM,11.41,113.75,1297.89,Overdue,2023-06-08,True,PO58609,0.0,0.0
ORD000103,2024-10-09,CUST00646,West,Mid-Market,Electronics,Mouse,3,617.81,1853.43,1392.97,460.46000000000004,PRJ0367,RES01113,Consultant,2.38,183.29,436.23,Paid,2024-10-24,False,,0.0,0.0
ORD000104,2024-04-16,CUST00635,South,Mid-Market,Software,Antivirus,5,1053.74,5268.7,3964.59,1304.1099999999997,PRJ0181,RES00019,Developer,1.68,105.28,176.87,Paid,2024-05-16,True,PO18629,0.0,0.0
ORD000105,2023-03-04,CUST01639,Central,Mid-Market,Software,Antivirus,1,2097.36,2097.36,941.04,1156.3200000000002,PRJ0349,RES00443,Developer,5.83,150.87,879.57,Submitted,2023-03-19,True,PO73594,0.0,0.0
ORD000106,2023-05-19,CUST00823,East,Enterprise,Office Supplies,Notebook,5,146.69,733.45,579.96,153.49,PRJ0192,RES00249,Analyst,1.01,60.29,60.89,Overdue,2023-06-03,False,,0.0,0.0
ORD000107,2024-05-13,CUST01292,West,Mid-Market,Services,Implementation,2,2622.05,5244.1,3325.14,1918.9600000000005,PRJ0010,RES00838,Tester,3.51,112.42,394.59,Draft,,False,,0.0,0.0
ORD000108,2024-08-15,CUST00753,West,SMB,Electronics,Laptop,6,15.66,93.96,76.94,17.019999999999996,PRJ0165,RES00202,Consultant,6.45,85.69,552.7,Submitted,2024-08-22,True,PO17702,0.0,0.0
ORD000109,2024-01-27,CUST00217,East,Mid-Market,Software,Antivirus,2,463.17,926.34,687.66,238.68000000000006,PRJ0165,RES00413,Developer,5.08,97.13,493.42,Paid,2024-02-26,True,PO69306,0.0,0.0
ORD000110,2024-11-05,CUST01402,West,Mid-Market,Services,Consulting,6,966.44,5798.64,2758.51,3040.13,PRJ0025,RES00059,Developer,1.67,138.69,231.61,Submitted,2024-12-05,True,PO91830,0.0,0.0
ORD000111,2024-02-23,CUST00856,East,SMB,Electronics,Keyboard,4,1100.56,4402.24,3153.03,1249.2099999999996,PRJ0069,RES00388,PM,1.25,25.15,31.44,Paid,2024-03-09,False,,0.0,0.0
ORD000112,2023-10-16,CUST01208,East,SMB,Software,Analytics License,1,1078.19,1078.19,592.82,485.37,PRJ0197,RES00899,PM,2.22,151.63,336.62,Submitted,2023-12-15,False,,0.0,0.0
ORD000113,2024-01-14,CUST01716,West,Mid-Market,Services,Support,5,2789.1,13945.5,6226.95,7718.55,PRJ0273,RES00520,Tester,8.89,49.57,440.68,Submitted,2024-01-29,True,PO49697,0.0,0.0
ORD000114,2024-05-04,CUST00652,East,Mid-Market,Electronics,Tablet,1,1635.59,1635.59,664.5,971.0899999999999,PRJ0167,RES00460,Analyst,3.27,130.07,425.33,Overdue,2024-06-03,False,,0.0,0.0
ORD000115,2023-08-19,CUST01206,East,Mid-Market,Furniture,Chair,4,1432.16,5728.64,2713.06,3015.5800000000004,PRJ0184,RES00095,Tester,1.76,181.42,319.3,Submitted,2023-09-03,False,,0.0,0.0
ORD000116,2023-02-10,CUST00984,North,SMB,Electronics,Mouse,7,158.28,1107.96,697.66,410.30000000000007,PRJ0458,RES00676,Consultant,1.37,70.31,96.32,Draft,,True,PO40051,0.0,0.0
ORD000117,2023-01-28,CUST00867,West,Enterprise,Furniture,Chair,4,1060.44,4241.76,2677.26,1564.5,PRJ0342,RES01029,Developer,1.21,61.83,74.81,Paid,2023-02-12,False,,0.0,0.0
ORD000118,2023-05-15,CUST01811,South,SMB,Office Supplies,Notebook,10,422.43,4224.3,1802.3,2422.0,PRJ0308,RES00382,PM,3.09,141.4,436.93,Paid,2023-06-29,True,PO88412,0.0,0.0
ORD000119,2023-07-20,CUST00339,South,SMB,Software,Analytics License,5,471.21,2356.05,1396.9,959.1500000000001,PRJ0245,RES00170,PM,8.7,123.89,1077.84,Draft,,False,,0.0,0.0
ORD000120,2023-02-02,CUST00459,East,SMB,Services,Support,4,362.03,1448.12,596.63,851.4899999999999,PRJ0218,RES00373,PM,11.59,33.74,391.05,Submitted,2023-03-19,True,PO28207,0.0,0.0
ORD000121,2023-02-17,CUST00839,East,SMB,Services,Implementation,2,2694.98,5389.96,4179.17,1210.79,PRJ0074,RES00256,Analyst,8.19,170.01,1392.38,Paid,2023-03-04,False,,0.0,0.0
ORD000122,2024-05-17,CUST00553,South,SMB,Electronics,Laptop,2,325.49,650.98,498.46,152.52000000000004,PRJ0473,RES00948,PM,1.05,159.25,167.21,Cancelled,,True,PO66883,0.0,0.0
ORD000123,2024-02-11,CUST00166,West,SMB,Office Supplies,Notebook,4,1148.83,4595.32,3263.41,1331.9099999999999,PRJ0185,RES00719,Tester,4.86,146.14,710.24,Paid,2024-02-26,False,,0.0,0.0
ORD000124,2024-07-27,CUST00651,Central,SMB,Software,CRM License,4,454.54,1818.16,1269.64,548.52,PRJ0140,RES00689,Analyst,2.49,108.47,270.09,Paid,2024-10-25,False,,0.0,0.0
